track_name,artists,id,genre,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence
Holding My Breath,Alien Weaponry,5rKNYYab1xRvERXBJ0wb0o,Metal,0,0.474,274311,0.94,0.009,7,0.067,-6.429,1,0.141,174.953,0.456
Circle of Anger,Sandberg,6KXCrRVtuWbPms6DgE2cUu,Metal,0.006,0.177,239750,0.899,0.001,1,0.129,-6.522,1,0.055,60.002,0.464
Krokodil,Heave Blood & Die,34H4FAZ801AXdF9zpVsxqZ,Metal,0,0.129,246644,0.799,0.68,5,0.103,-6.735,1,0.058,89.462,0.335
My Midnight Things,Lizzy Borden,6VDQFrgoZmTR0nKVCFXMtc,Metal,0,0.45,261378,0.939,0,0,0.186,-3.474,0,0.098,149.973,0.281
Isolation,Khemmis,1begpAd1sFGCVXxqg9zszQ,Metal,0,0.263,288021,0.943,0,10,0.147,-4.19,0,0.045,115.056,0.462
Letting Go,Gus G.,5ei4t0Agr7hUFzIzQj7SOt,Metal,0,0.439,250400,0.934,0.01,5,0.16,-5.094,0,0.103,162.048,0.495
Chemical Solution,Odd Palace,3J7DjOGqwhzdOyQt4zXUzF,Metal,0,0.555,240000,0.798,0.001,6,0.184,-6.356,0,0.036,138.026,0.403
Survive Sunrise,ASG,60AxESWxEK77yFQ9DGeOFQ,Metal,0,0.147,207318,0.682,0.879,5,0.128,-8.325,1,0.046,101.544,0.119
700 Club,Fiends,6dz8HsRysVXdeMRjgsLOfK,Metal,0,0.291,328409,0.978,0.433,10,0.327,-3.179,1,0.156,129.552,0.223
Juno,TesseracT,0AtM8eGmS8imRoJ9Y4La4E,Metal,0.006,0.584,312789,0.898,0.01,5,0.139,-6.352,0,0.048,108.009,0.26
Torn in Two,Breaking Benjamin,3e07PcEvFRAE21NIOuNFZ0,Metal,0,0.42,257453,0.942,0.018,8,0.109,-3.626,1,0.19,94.513,0.361
A Dying Machine,Tremonti,1Nsc2kfss1hl9bE2t3hzYo,Metal,0,0.461,378607,0.96,0,1,0.279,-4.656,0,0.087,145.057,0.309
Honeycomb,Deafheaven,5rm8qWqgvsTMDlREekSiCw,Metal,0,0.225,664440,0.962,0.79,2,0.106,-5.214,1,0.105,142.621,0.114
Scars (feat. Florestan Durand),"LANDMVRKS, Florestan Durand",5qgEK0SeIuMikzMvQjOp0M,Metal,0,0.431,252923,0.973,0,6,0.073,-2.981,0,0.091,130.074,0.213
The Screen,YOB,3c1E6jJ5G8tfNP4dckfLqb,Metal,0.013,0.615,589833,0.666,0.102,2,0.076,-6.75,0,0.036,126.153,0.531
Your Tongue's Got the Cat,Lordi,3iACOkH9sYQkQZciP9MmSY,Metal,0,0.521,285898,0.925,0,11,0.128,-5.566,0,0.032,130.076,0.323
Torn Apart,Of Virtue,5ufKbkbMS7a5WE9dfFyTjo,Metal,0,0.332,241333,0.981,0.001,8,0.098,-2.794,1,0.212,180.187,0.25
Confessions,GroundCulture,16QLpYVMQplYAwiIJMvLWp,Metal,0,0.301,146493,0.974,0,7,0.054,-3.293,1,0.103,160.116,0.188
Ignite,VENUES,6PAhL3p8jSgNtDDPVp4nc0,Metal,0.016,0.43,256374,0.972,0,11,0.095,-4.259,0,0.176,147.616,0.312
Alive,Bleed From Within,6pz5cIbHc2Hygoad3qUeGM,Metal,0,0.305,285493,0.973,0,4,0.301,-3.466,1,0.109,151.213,0.177
Libertà,Mustasch,5jLm8MS0pkMrsyR0KdDKz5,Metal,0,0.484,234933,0.948,0,5,0.348,-4.542,1,0.07,139.95,0.154
The Evil Kin,Kalmah,1lIdudjAtcX2Va1IfflkMF,Metal,0,0.423,255240,0.985,0.817,6,0.12,-5.48,1,0.093,147.989,0.283
The Silent Life,Rivers of Nihil,4iDQzPpa7FJ1RYfIGdH49e,Metal,0,0.437,394578,0.916,0.8,1,0.306,-6.515,0,0.066,99.995,0.255
Lose Yourself,Sharks In Your Mouth,3YYz8UgH5wK8JzUg0N7vM6,Metal,0.002,0.398,309241,0.847,0,2,0.105,-4.234,1,0.082,171.032,0.147
Guillotine,Kataklysm,13fQMd0ey4iIf0dNcGtgfV,Metal,0,0.472,176009,0.983,0.001,4,0.199,-3.595,1,0.089,115.035,0.225
Event Horizon,Deceptic,1vG7ktxMRX1GAEqxATnhiI,Metal,0.007,0.381,225829,0.95,0,7,0.068,-6.744,1,0.106,199.916,0.231
Spoil My Night (feat. Swae Lee),"Post Malone, Swae Lee",5VuxWXbt7XENQCtE9TzpTv,Rap,0.337,0.669,194560,0.675,0,1,0.109,-2.869,1,0.034,160.911,0.262
Nice For What,Drake,1cTZMwcBJT0Ka3UJPXOeeN,Rap,0.093,0.567,210926,0.913,0,8,0.114,-6.471,1,0.074,93.35,0.792
KOD,J. Cole,7yotKA30dwTKNEGomV9ZsI,Rap,0.21,0.831,191437,0.782,0,0,0.113,-6.274,1,0.15,141.869,0.199
Look Alive (feat. Drake),"BlocBoy JB, Drake",4qKcDkK6siZ7Jp1Jb4m0aL,Rap,0.001,0.922,181263,0.581,0,10,0.105,-7.495,1,0.27,140.022,0.595
1942,"G-Eazy, Yo Gotti, YBN Nahmir",794QVQtFNy7hvtjQP1keQd,Rap,0.015,0.817,213080,0.646,0,4,0.125,-5.12,0,0.249,162.898,0.835
Walk It Talk It,"Migos, Drake",6n4U3TlzUGhdSFbUUhTvLP,Rap,0.074,0.909,276147,0.628,0,2,0.108,-5.456,1,0.201,145.905,0.406
2 Vaults (feat. Lil Yachty),"Tee Grizzley, Lil Yachty",0KmgnnbSO6Iqye27Rdtv13,Rap,0.264,0.921,210000,0.586,0,8,0.119,-7.77,1,0.406,96.042,0.657
JAPAN,Famous Dex,4lTiuD1DwBKo4L7wqMkD7C,Rap,0.121,0.733,144149,0.678,0,6,0.345,-7.771,1,0.439,175.984,0.841
Plug Walk,Rich The Kid,0gD6lWJhbXHWNVwQziSVvl,Rap,0.224,0.882,175511,0.503,0,11,0.108,-6.618,1,0.179,95.011,0.176
Esskeetit,Lil Pump,44KKhCyI0BGS6LvVyDqJtH,Rap,0.022,0.932,181714,0.506,0,11,0.093,-7.755,1,0.161,139.974,0.696
Powerglide (feat. Juicy J) - From SR3MM,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Juicy J",2yUbCEiaolfSMluDo9RMmG,Rap,0.015,0.712,332301,0.829,0,1,0.122,-4.707,0,0.141,173.953,0.593
Motiv8,J. Cole,1AT4xjNarTswd0UZ5FlmKF,Rap,0.135,0.869,133922,0.385,0,4,0.093,-7.801,1,0.297,149.897,0.596
Ric Flair Drip (& Metro Boomin),"Offset, Metro Boomin",7sO5G9EABYOXQKNPNiE9NR,Rap,0.149,0.88,172800,0.428,0,9,0.114,-8.28,1,0.206,100.007,0.333
SAD!,XXXTENTACION,35ieKju5aLWFN5UgfJ27mL,Rap,0.258,0.74,166568,0.613,0.004,8,0.123,-4.88,1,0.145,75.023,0.473
Pineapple (feat. Gucci Mane & Quavo),"Ty Dolla $ign, Gucci Mane, Quavo",0TFVOjSvPTjFHkiZZekK5k,Rap,0.03,0.964,218261,0.555,0.001,5,0.128,-6.245,0,0.05,130.017,0.338
420 Freestyle,Wiz Khalifa,3gbN8NCqagIB9JO567Nw5C,Rap,0.006,0.923,215172,0.647,0,5,0.086,-5.69,0,0.072,145.006,0.536
Creeping (feat. Rich the Kid),"Lil Skies, Rich The Kid",7ms3VzLTfr7fXNOqA4Mkx9,Rap,0.011,0.729,179831,0.687,0,8,0.162,-8.06,0,0.25,160.085,0.683
God's Plan,Drake,2XW4DbS6NddZxRPm5rMCeY,Rap,0.031,0.758,198960,0.448,0,7,0.558,-9.441,1,0.103,77.176,0.373
ATM,J. Cole,2UciqgwVDwro0fev3MFbxJ,Rap,0.115,0.719,216727,0.497,0,8,0.09,-7.661,1,0.681,81.651,0.345
Psycho (feat. Ty Dolla $ign),"Post Malone, Ty Dolla $ign",65NwOZqoXny4JxqAPlfxRF,Rap,0.566,0.74,220880,0.558,0,8,0.112,-8.115,1,0.102,140.057,0.421
Guatemala - From Swaecation,"Rae Sremmurd, Swae Lee, Slim Jxmmi",6sTDhYVVXU3HSDuG7mBLRU,Rap,0.185,0.849,256341,0.699,0.001,4,0.095,-5.193,0,0.057,100.989,0.078
Aries (YuGo) Part 2 (with Rae Sremmurd & Big Sean feat. Quavo & Pharrell),"Mike WiLL Made-It, Rae Sremmurd, Big Sean, Quavo, Pharrell Williams",5NkfVQS8BkceRgoSQwcW6H,Rap,0.128,0.871,273087,0.552,0,4,0.272,-4.953,0,0.051,141.973,0.27
Who Run It (Remix) [Feat. Lil Uzi Vert],G Writ,36fmvm49vZC9VM5X2DQJVe,Rap,0.041,0.669,263343,0.809,0,6,0.378,-5.718,0,0.296,159.364,0.605
Diamond Teeth Samurai,YoungBoy Never Broke Again,3tdGYraExDxOA5js4hVRbA,Rap,0.005,0.799,162488,0.659,0,10,0.13,-5.593,0,0.272,177.957,0.256
Chun-Li,Nicki Minaj,2gTYVoQCUh0QNUaFix01ld,Rap,0.307,0.643,191606,0.766,0,6,0.107,-4.788,0,0.384,97.092,0.463
Bad Company,"A$AP Rocky, BlocBoy JB",3ZYwSDF9knZI0RVlKR4PHC,Rap,0.068,0.901,183809,0.529,0,8,0.536,-7.94,1,0.413,144.941,0.343
Slingshot,Lil Xan,5J3LR9JWrZIUTG7UGZkIKg,Rap,0.056,0.928,89973,0.778,0,7,0.129,-6.962,0,0.252,122.998,0.668
Anybody (feat. Nicki Minaj),"Young Thug, Nicki Minaj",5I30ByMf5nhgbSokY1EZiN,Rap,0.038,0.901,254947,0.472,0,11,0.11,-8.416,0,0.194,120,0.479
"King's Dead (with Kendrick Lamar, Future & James Blake)","Jay Rock, Kendrick Lamar, Future, James Blake",51rXHuKN8Loc4sUlKPODgH,Rap,0.001,0.563,229670,0.717,0,1,0.183,-5.186,1,0.337,82.064,0.427
Outside Today,YoungBoy Never Broke Again,5Qx9hngUBr30JFrNua7yp4,Rap,0.139,0.851,129105,0.666,0,11,0.105,-5.334,0,0.069,134.068,0.059
Red Roses (feat. Landon Cube),"Lil Skies, Landon Cube",3ZhTT6yjZwpPph5MIJ53XY,Rap,0.547,0.691,262544,0.683,0,0,0.221,-7.335,1,0.095,140.002,0.456
A$AP Forever,"A$AP Rocky, Moby",1YmF9PvLhIISIANoMLIYGq,Rap,0.224,0.469,233061,0.78,0,10,0.13,-6.49,0,0.122,125.999,0.444
End Of Discussion (feat. Lil Wayne),"Rich The Kid, Lil Wayne",0qFX9pVJQB4lBMxRoFXqGr,Rap,0.176,0.784,236944,0.58,0,0,0.098,-6.656,1,0.167,76.484,0.338
Bounce Out With That,YBN Nahmir,5lZsh9Qf7CbHI9Fcc7Zcsq,Rap,0.037,0.865,97202,0.652,0,8,0.093,-8.218,1,0.105,94.946,0.372
123,"Smokepurpp, Murda Beatz",2xCzUIQwX5Y3wEFJnHoc3J,Rap,0.196,0.88,170000,0.61,0,9,0.105,-5.257,1,0.402,135.993,0.383
Paramedic!,SOB X RBE,2tPcTFiQF9MbVUyjZ3zDhA,Rap,0.177,0.856,219307,0.652,0,1,0.193,-5.324,1,0.143,97.017,0.471
Chek,"DJ Esco, Future",5SGYanjZguKYg5PgVzFsvR,Rap,0.199,0.879,202861,0.617,0,1,0.264,-6.333,1,0.254,144.399,0.345
We Don't Luv Em (Remix),"HoodRich Pablo Juan, Gucci Mane, 1017 Eskimo",2Y43TDqgnRgVZA7RxtxEV1,Rap,0.293,0.896,193776,0.615,0,6,0.122,-9.326,0,0.326,140.04,0.89
Maintain,"Belly, NAV",1k9B8MqhGKbVV3dTpwUxn5,Rap,0.333,0.878,216240,0.62,0,2,0.391,-5.485,1,0.112,133.027,0.218
Barbie Tingz,Nicki Minaj,2qsQ8eVDPmobZpvDxQCVQu,Rap,0.085,0.917,191700,0.689,0,6,0.603,-6.225,1,0.264,102.414,0.443
Chanel (feat. Swae Lee & Pharrell) - From Jxmtro,"Rae Sremmurd, Swae Lee, Slim Jxmmi, Pharrell Williams",5D0YYVfsYxLmcrVAfoBPxR,Rap,0.006,0.98,264001,0.713,0,5,0.106,-4.98,1,0.047,125.03,0.67
Bickenhead,Cardi B,17Yq72h0p15OhCbZ5lJ5gd,Rap,0.154,0.884,181624,0.814,0,7,0.158,-5.333,1,0.303,155.938,0.907
Rover 2.0,"BlocBoy JB, 21 Savage",7sB2rmolvEt77KFPCraSNc,Rap,0.189,0.914,275872,0.781,0,9,0.126,-5.467,0,0.302,140.09,0.806
B.I.D,Tory Lanez,6dnrppGRbt8fie18Lcd9Dd,Rap,0.103,0.767,164133,0.689,0,10,0.079,-5.573,0,0.085,154.957,0.555
PROUD,"2 Chainz, YG, Offset",365wwIjijQdlRJEjUWTidq,Rap,0.738,0.781,234667,0.81,0,10,0.144,-4.301,0,0.356,173.949,0.908
SUU WHOOP,YG,1pWeQDyW5ieMmfjr8HP5TU,Rap,0.033,0.799,185200,0.325,0,2,0.114,-9.91,1,0.506,157.966,0.233
66,"Lil Yachty, Trippie Redd",6tarvNiKnEjYMj1VZhlDqR,Rap,0.046,0.667,153475,0.723,0,5,0.213,-4.31,0,0.27,148.057,0.251
Top Off,"DJ Khaled, JAY Z, Future, Beyoncé",1W6wxOOYyJyyok8fqYSZ3m,Rap,0.011,0.573,230713,0.591,0,11,0.455,-6.715,0,0.331,86.721,0.232
OKRA,"Tyler, The Creator",74ZovzRxHBvCq5yIwe8boh,Rap,0.046,0.589,151027,0.57,0,1,0.137,-9.54,1,0.361,136.203,0.441
Solitaire (feat. Migos & Lil Yachty),"Gucci Mane, Migos, Lil Yachty",3DxZfFYJLwKDJtUwnLEhkL,Rap,0.027,0.811,139130,0.54,0,11,0.106,-7.977,0,0.329,138.016,0.436
One Number Away,Luke Combs,4gB7HrYHbJVJ5RFOjxmoq4,Country,0.006,0.544,221800,0.781,0,6,0.191,-6.16,0,0.031,144.075,0.527
Hooked,Dylan Scott,6LF5IVPG7xBcvPgI6Bfcsl,Country,0.036,0.597,149293,0.721,0,9,0.083,-6.422,1,0.036,132.054,0.437
Babe,"Sugarland, Taylor Swift",5FNeJveCmVB2TPDbIYqK0M,Country,0.019,0.535,215107,0.777,0,4,0.136,-3.292,1,0.207,171.72,0.664
Something 'Bout You,Sir Rosevelt,6QkObBYNxVVUYt4FSpnTqY,Country,0.189,0.692,160107,0.692,0,2,0.088,-6.065,1,0.082,153.255,0.75
I Was Jack (You Were Diane),Jake Owen,52K3RIVDetSuZPzcTmIVoY,Country,0.102,0.603,188013,0.872,0,6,0.051,-3.563,1,0.049,94.008,0.594
Leave Right Now,Thomas Rhett,0wyja8xD9cNhDtfuY0dVMP,Country,0.007,0.474,195667,0.583,0,4,0.128,-7.093,1,0.047,148.051,0.366
Never Be the Same (feat. Kane Brown),"Camila Cabello, Kane Brown",0xk4woi8ENN8VWFDZTcF8h,Country,0.238,0.6,225539,0.671,0,0,0.164,-4.875,1,0.089,129.782,0.25
Up Down (feat. Florida Georgia Line),"Morgan Wallen, Florida Georgia Line",3LhzpgimYSZhTx5KuchwVX,Country,0.091,0.59,196240,0.881,0,6,0.157,-2.898,1,0.035,129.928,0.734
She's With Me,High Valley,2p2cCrOaNrIOLk5ArtlHy6,Country,0.029,0.599,180302,0.931,0,11,0.102,-3.662,1,0.052,111.012,0.788
"Woman, Amen",Dierks Bentley,4YX7OBp0yoMwC6eZNNg5ky,Country,0.001,0.563,180243,0.772,0,5,0.214,-6.737,1,0.059,119.909,0.394
Break Up in the End,Cole Swindell,7uVkYr8gxcPEgqohvynpdN,Country,0.456,0.51,199436,0.386,0,1,0.252,-8.391,1,0.031,86.36,0.266
"Speakers, Bleachers And Preachers",Brandon Lay,0Is6MRHWKe7y2xIxDkvO6l,Country,0.302,0.603,192920,0.625,0,6,0.141,-6.563,1,0.026,96.02,0.651
Rearview Town,Jason Aldean,3yHTTHbT058Ow0favhZO38,Country,0.023,0.526,184173,0.85,0,10,0.095,-4.47,0,0.031,141.973,0.338
Delicate,Taylor Swift,6NFyWDv5CjfwuzoCkw47Xf,Country,0.216,0.75,232253,0.404,0,9,0.091,-10.178,0,0.068,95.045,0.05
Unforgettable,Thomas Rhett,30MM5jWpUmOxtTNd9Ey5LZ,Country,0.032,0.663,157080,0.738,0,7,0.086,-5.48,1,0.03,130.02,0.825
Parallel Line,Keith Urban,6W4DY8jGf8POlFsMQhR2E6,Country,0.204,0.617,253084,0.482,0,0,0.216,-5.121,1,0.032,81.73,0.508
Look At You,Seth Ennis,7AK5vh1cRnO3YxAjOjL4Yy,Country,0.042,0.687,195418,0.625,0,1,0.151,-6.942,0,0.028,104.027,0.866
Be Careful What You Wish For,Luke Combs,5gfK6bZFaApxdSHsHXrwPD,Country,0.011,0.501,175493,0.876,0,3,0.135,-4.792,1,0.04,159.025,0.681
Whole Lot in Love,Austin Burke,5H4YGepZNnPhnOHA9vZSEP,Country,0.353,0.791,166787,0.715,0,7,0.115,-5.809,1,0.038,112.027,0.593
Kiss Somebody,Morgan Evans,1mJMD1VIQ7jWTP9DK2zmY0,Country,0.143,0.492,212445,0.681,0,6,0.199,-7.038,1,0.075,178.01,0.511
The Long Way,Brett Eldredge,1KTLLe980WR4RLKg74Ud6e,Country,0.265,0.488,208653,0.637,0,10,0.106,-7.63,1,0.04,88.872,0.23
Shoot Me Straight - Radio Edit,Brothers Osborne,0ya80Qhw7hgeJp2L6zvxcj,Country,0.008,0.636,207053,0.784,0,2,0.081,-6.01,1,0.045,96.996,0.613
Famous,Mason Ramsey,2HGymMoOdB4ZYv0AAqYmgF,Country,0.708,0.534,192520,0.815,0,5,0.111,-2.815,1,0.028,159.848,0.564
You Make It Easy,Jason Aldean,2ZxTjs4EdJl4Y9YByIiNoo,Country,0.143,0.375,196800,0.574,0,7,0.11,-5.305,1,0.032,132.025,0.406
When It Rains It Pours,Luke Combs,1mMLMZYXkMueg65jRRWG1l,Country,0.013,0.551,240760,0.801,0,6,0.265,-5.069,1,0.03,128.027,0.625
Eyes On You,Chase Rice,2u7Nm46dAujcAi5Rw79CJL,Country,0.323,0.606,182493,0.652,0,9,0.201,-6.982,1,0.028,97.155,0.476
Cry Pretty,Carrie Underwood,47gqRMoIkFm7Rac86xZVh7,Country,0.005,0.351,246467,0.736,0,6,0.109,-3.318,1,0.046,140.299,0.237
Say Something,"Justin Timberlake, Chris Stapleton",09ts3GnICqYEU5PkQCpJK3,Country,0.103,0.707,278893,0.632,0,10,0.084,-7.031,1,0.079,97.04,0.372
Happens Like That,Granger Smith,5Zx1zVpDJsNgyY3HvNfsfC,Country,0.189,0.557,171493,0.807,0,7,0.234,-5.428,1,0.083,81.045,0.578
Born to Love You,LANCO,77a5Eu7lC3tG0Sukt2O91U,Country,0.13,0.659,230013,0.902,0,7,0.057,-6.192,1,0.03,124.985,0.809
Keeper of the Flame - Radio Edit,Miranda Lambert,6Hey64wSB5r98RMd4ozzsy,Country,0.303,0.631,219945,0.662,0,6,0.17,-6.392,1,0.033,116.563,0.268
Slower,Filmore,7M1PQZeyqslVtY5ZiYBGLo,Country,0.107,0.687,172534,0.75,0,11,0.161,-4.537,1,0.097,98.987,0.911
Hangin' On,Chris Young,6CyJlVAEFlNdpggOLanytL,Country,0.065,0.434,185440,0.831,0,8,0.119,-4.774,1,0.045,156.034,0.596
Caught Up In The Country,"Rodney Atkins, The Fisk Jubilee Singers",2BgunkkepMPFpArQj1Dx5s,Country,0.007,0.564,160991,0.904,0,7,0.528,-3.808,1,0.058,124.102,0.637
Butterflies,Kacey Musgraves,30VHURM5NOfoZmqp2iKawS,Country,0.252,0.689,219053,0.614,0,4,0.178,-6.137,0,0.031,141.97,0.411
All On Me,Devin Dawson,2Nc8Imt04W3ZmcBF8dPQKc,Country,0.144,0.631,227573,0.658,0,5,0.22,-5.313,1,0.028,80.996,0.7
Yours,Russell Dickerson,6RSNKGdv3nDTHqgw4bdzyF,Country,0.119,0.555,216960,0.722,0,11,0.086,-6.005,1,0.034,134.058,0.559
Hello Beautiful,Noah Schnacky,4pYd8dIohiqc3KsxSRqf0w,Country,0.54,0.504,216993,0.472,0,9,0.306,-6.925,1,0.04,73.521,0.313
Life Changes,Thomas Rhett,4Vxu50qVrQcycjRyJQaZLC,Country,0.105,0.687,190227,0.842,0,7,0.044,-4.382,1,0.058,87.968,0.778
I Lived It,Blake Shelton,5slddJ629YcePvqD6Uyk8r,Country,0.476,0.557,219600,0.571,0.001,10,0.101,-8.106,1,0.028,80.981,0.392
Coming Home,"Keith Urban, Julia Michaels",7qLE35vc5XvUVrm8Kg9Vmx,Country,0.204,0.384,214728,0.705,0,4,0.069,-6.949,1,0.243,89.572,0.522
Heaven,Kane Brown,1HXy5I3HTWq8OvxCn0z7G7,Country,0.263,0.677,179507,0.556,0,9,0.105,-6.544,1,0.031,80.009,0.521
I'd Be Jealous Too,Dustin Lynch,7rdK9NSJIRBZAiXC0vuBS9,Country,0.09,0.716,185707,0.718,0,0,0.473,-5.355,1,0.029,100.934,0.537
Heart Break,Lady Antebellum,3YZ5TNGA10oTLaADq4zuNV,Country,0.049,0.512,188293,0.88,0,2,0.313,-5.47,1,0.037,167.979,0.696
Written in the Sand,Old Dominion,6usHXaTn54uwwozmH00d3X,Country,0.593,0.725,184080,0.437,0,6,0.084,-9.602,1,0.058,83.985,0.759
Tequila,Dan + Shay,7Il2yWQmsqKgSkLQvHTPUI,Country,0.029,0.474,195987,0.594,0,11,0.133,-5.756,1,0.029,86.131,0.503
Marry Me,Thomas Rhett,0OWZFobGSIW9GrSlQ9C5pc,Country,0.113,0.588,205453,0.408,0,3,0.13,-8.662,1,0.024,85.008,0.484
Drunk Me,Mitchell Tenpenny,3N2AIfVOq6NiTcWHIP4Oco,Country,0.201,0.386,213024,0.799,0,2,0.103,-3.789,1,0.056,86.333,0.391
I Hate Love Songs,Kelsea Ballerini,4Bzs0eTQVVJxBSz4ljzics,Country,0.252,0.384,191187,0.446,0,11,0.185,-7.807,1,0.03,180.181,0.399
Singles You Up,Jordan Davis,3IPkbTA8KkdDXyWtGkfFXa,Country,0.044,0.489,182693,0.9,0,7,0.247,-3.563,1,0.049,200.054,0.611
Take Back Home Girl (feat. Tori Kelly),"Chris Lane, Tori Kelly",2gVBXeTjwL0ZEh9gjsQjk0,Country,0.368,0.494,211427,0.78,0,11,0.092,-3.825,1,0.064,159.708,0.664
Get Along,Kenny Chesney,2ZFrEp20VO25BXYhMxh0GW,Country,0.1,0.602,199627,0.805,0,7,0.172,-6.079,1,0.047,92.401,0.322
I Got You,Josh Mirenda,1dbRZljBhUrIFrpLTXOXqq,Country,0.081,0.49,170440,0.88,0,7,0.103,-5.185,1,0.073,91.93,0.493
She Ain't in It,Jon Pardi,1Be8liECvEP5NYZjYvukbI,Country,0.123,0.56,198467,0.679,0,5,0.224,-4.527,1,0.024,92.928,0.622
Most People Are Good,Luke Bryan,79LAFAkR1ATb4iIQvZuCL0,Country,0.174,0.582,221801,0.728,0,8,0.139,-6.151,1,0.029,150.013,0.537
Port Alex,Altan,5OPoGFel9ubOb09aQT55yw,Acoustic,0.86,0.606,142252,0.232,0.812,7,0.117,-18.124,1,0.093,177.822,0.641
Don't Let Me Down (Instrumental),Joy Williams,18RRTF9SbEOM9h3aoMKeNc,Acoustic,0.994,0.702,180419,0.047,0.97,11,0.091,-22.9,1,0.068,132.039,0.132
"No Woman, No Cry (Arr. Kanneh-Mason)",Sheku Kanneh-Mason,1JUkO4vVk4LcvwP9sWBBRM,Acoustic,0.98,0.285,146019,0.023,0.146,2,0.117,-27.431,1,0.056,79.856,0.206
7 Years (Acoustic) - Recorded at Spotify Studios Nyc,Lindsey Stirling,1VK5JYdgrJZENDl1taa2cS,Acoustic,0.736,0.366,147427,0.493,0,10,0.106,-7.414,1,0.05,116.031,0.306
Young Folks,City of the Sun,2R5k6cUbYlhJfZGO1erVMV,Acoustic,0.796,0.731,284286,0.482,0.945,0,0.079,-10.771,1,0.029,125.999,0.225
Chime,Alan Gogoll,3Zb3SXZdtyNA0Cdq0DWLeC,Acoustic,0.516,0.55,106286,0.327,0.819,1,0.115,-22.131,1,0.044,121.806,0.713
Chandelier (Instrumental Version),Steve Petrunak,1HVLmKLkPyFbfO4IyLksG7,Acoustic,0.959,0.375,213109,0.414,0.898,1,0.102,-7.26,1,0.048,84.793,0.376
Am I Wrong - Acoustic Guitar Version,The Man on Guitar,4DQPbY5zjuRKDndrswinwP,Acoustic,0.672,0.828,183967,0.372,0.877,1,0.109,-10.967,0,0.091,121.027,0.569
Tucana - Instrumental,Mt. Wolf,31W8L9o3Tr4c2QdIwQ98Wz,Acoustic,0.656,0.648,156360,0.399,0.798,4,0.09,-13.197,1,0.042,84.064,0.151
Little Talks (Instrumental Version),The O'Neill Brothers Group,6BkxPaEx2a10JGV4364hCh,Acoustic,0.921,0.705,217417,0.258,0.943,1,0.127,-11.161,1,0.036,101.967,0.239
Rather Be - Acoustic Guitar Version,The Man on Guitar,5m9DeYXRRC7w6sWJdZ6qz7,Acoustic,0.812,0.79,230000,0.569,0.899,8,0.098,-6.117,0,0.055,122.04,0.435
Stay (Instrumental),Gavin Mikhail,2WbkiKZxUoXd3ByUrUaRZo,Acoustic,0.995,0.671,242473,0.46,0.951,9,0.129,-13.887,0,0.049,112.003,0.775
Starboy - Piano Arrangement,Niko Kotoulas,6waC3wIDE2P3iS14uHzdp5,Acoustic,0.957,0.257,252187,0.474,0.856,9,0.125,-10.698,0,0.035,93.589,0.241
Apologize an Acoustic Tribute to One Republic,Will Taylor and Strings Attached,0fP8S6WD9NBX3KzGJpLfkC,Acoustic,0.922,0.478,170630,0.296,0.854,9,0.112,-14.341,0,0.051,135.318,0.253
Young & Beautiful (Instrumental Version),The O'Neill Brothers Group,1ZqYhYRDzSuuIypKZXaFZT,Acoustic,0.987,0.497,223478,0.174,0.917,11,0.147,-14.468,0,0.033,115.485,0.128
Skinny Love,David Fischbein,2qhsUyXlhgQUfFNSR6ayuS,Acoustic,0.989,0.505,253567,0.029,0.895,6,0.099,-22.933,1,0.041,66.014,0.114
Let Her Go,David Fischbein,2fIVdzd4JW4HnwzqrvCysf,Acoustic,0.989,0.257,192727,0.032,0.944,8,0.16,-23.03,1,0.042,205.506,0.268
Wolf Whistle (feat. Dave Alley & Dave Khan),"Jon Sanders, Dave Khan, Dave Alley",35BrErF6VAIne3YqPfyvDh,Acoustic,0.895,0.746,243960,0.126,0.427,7,0.095,-13.982,1,0.049,106.825,0.448
Crazy in Love,Maxence Cyrin,6fh2YS29IrmW1yCHMlTDTM,Acoustic,0.937,0.233,232160,0.3,0.896,2,0.105,-15.242,0,0.035,170.816,0.034
I Will Wait (Instrumental),Gavin Mikhail,6ku8wWIPgkVW21HSQk6tjH,Acoustic,0.973,0.438,275628,0.52,0.88,1,0.115,-9.908,1,0.041,133.038,0.192
Chasing Cars,David Sides,4rY9mVRJWkb1zi7poObces,Acoustic,0.989,0.526,272363,0.246,0.901,9,0.097,-23.915,1,0.044,99.977,0.191
Rude (Instrumental Version),Steve Petrunak,3MRrI9xd9mkxLFWCFcwmAb,Acoustic,0.942,0.717,221751,0.518,0.85,1,0.139,-6.539,1,0.045,143.779,0.627
Viva la Vida,David Sides,0EF2bRraxKDVqEDSg7OKYJ,Acoustic,0.959,0.657,244020,0.323,0.776,5,0.11,-17.188,0,0.045,137,0.301
Maps (Instrumental Version),Steve Petrunak,3CK264UGtEvPpbvVEadVIP,Acoustic,0.981,0.736,190573,0.534,0.866,1,0.198,-7.926,0,0.071,119.95,0.696
No Surprises,Ramin Djawadi,2EqLuzLRumAUy1A90UV2rz,Acoustic,0.939,0.753,242520,0.327,0.822,5,0.083,-14.524,1,0.067,139.987,0.552
